,team,min,pts,fgm,fga,threepm,threepa,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,point_diff
1113,MIA,240,113,39,93,16,41,19,22,14,39,53,20,7,5,13,18,8
1114,WAS,240,105,42,89,10,38,11,19,7,36,43,27,7,5,14,20,-8
1115,ATL,240,115,41,92,11,30,22,23,10,37,47,23,9,6,13,20,9
1116,BOS,240,125,45,84,17,34,18,21,6,32,38,29,4,4,12,22,13
1117,CHA,240,107,44,92,6,23,13,21,11,33,44,25,8,1,16,15,6
1118,PHI,240,101,38,86,9,38,16,18,8,37,45,20,9,3,19,23,-6
1119,SAS,240,110,41,85,10,34,18,28,8,29,37,31,11,1,20,23,-19
1120,NOP,240,129,47,82,14,33,21,30,8,34,42,33,8,5,21,22,19
1121,OKC,265,126,42,97,18,40,24,28,12,27,39,26,6,7,10,27,-5
1122,SAC,240,113,39,90,15,45,20,27,9,36,45,27,11,2,20,25,4
1123,LAL,240,105,36,85,4,22,29,35,7,38,45,19,8,7,17,12,-10
1124,BKN,240,106,44,80,9,28,9,13,4,31,35,31,5,13,15,15,-9
1125,PHI,240,115,43,99,16,32,13,16,20,29,49,19,9,4,10,12,9
1126,PHX,240,115,48,102,16,34,3,5,8,41,49,23,8,7,15,22,10
1127,DEN,240,108,43,86,5,19,17,26,15,27,42,28,7,8,18,21,-2
1128,DET,240,110,45,88,8,28,12,14,12,28,40,27,7,5,16,24,2
1129,MEM,240,109,41,91,8,30,19,30,13,36,49,26,12,10,18,23,-4
1130,ATL,240,102,38,87,11,34,15,17,10,25,35,24,11,3,17,21,-12
1131,CLE,240,114,42,70,10,19,20,23,3,34,37,24,8,3,20,17,12
1132,POR,240,111,44,93,8,29,15,19,12,28,40,19,5,3,16,17,-8
1133,BOS,240,107,38,87,19,50,12,17,5,33,38,28,3,4,15,18,-14
1134,CHI,240,121,46,89,14,29,15,20,8,43,51,26,10,1,15,19,14
1135,MIL,240,119,47,86,9,28,16,25,10,32,42,31,12,8,14,17,8
1136,NOP,240,128,49,91,15,42,15,21,11,39,50,30,15,5,14,16,45
1137,IND,240,123,43,86,13,46,24,27,12,36,48,32,9,5,21,23,21
1138,GSW,240,83,28,74,10,43,17,19,4,30,34,17,9,5,27,20,-45
1139,MIN,240,105,37,85,14,47,17,20,6,34,40,30,9,6,18,25,4
1140,ORL,240,102,36,85,11,35,19,25,12,26,38,20,10,2,17,25,-21
1141,MIA,240,101,35,90,11,38,20,30,12,34,46,26,9,5,15,20,-4
1142,OKC,240,119,43,88,8,24,25,32,11,27,38,25,5,5,14,18,-10
1143,NYK,240,129,51,97,11,34,16,20,14,34,48,21,10,2,15,28,10
1144,LAC,240,121,47,91,9,24,18,19,12,29,41,26,6,6,16,20,7
1145,UTA,240,114,40,89,12,38,22,24,16,29,45,22,8,5,17,18,-7
1146,CHA,240,102,39,100,8,32,16,23,15,36,51,19,5,5,13,18,-4
1147,DET,240,129,47,89,15,29,20,23,10,25,35,20,4,3,12,24,-8
1148,MIA,240,87,31,80,6,31,19,22,11,19,30,17,6,3,16,16,-26
1149,BKN,240,127,50,83,16,34,11,15,5,40,45,33,5,5,19,25,12
1150,MEM,240,115,43,99,12,37,17,31,13,31,44,28,13,0,10,12,-12
1151,CLE,240,113,44,83,13,37,12,16,13,36,49,31,7,1,20,23,26
1152,HOU,240,120,41,90,15,45,23,27,12,33,45,24,13,1,14,12,-7
1153,WAS,240,106,40,93,13,34,13,18,14,35,49,19,6,13,17,19,4
1154,DEN,240,98,37,78,9,27,15,19,4,40,44,22,10,5,16,20,1
1155,DAL,240,97,35,78,15,42,12,21,6,30,36,24,5,3,13,18,-1
1156,GSW,240,127,46,86,24,47,11,15,8,32,40,38,8,5,17,22,7
1157,LAL,240,123,45,85,12,34,21,24,5,49,54,29,5,2,15,10,31
1158,SAS,240,92,41,105,7,34,3,10,13,31,44,26,7,2,10,17,-31
1159,SAC,240,137,47,85,12,35,31,35,8,33,41,29,4,0,11,18,8
1160,NYK,240,95,34,85,7,25,20,25,10,29,39,20,4,7,11,15,-21
1161,PHX,240,116,43,101,17,39,13,18,22,38,60,35,3,8,13,22,21
1162,POR,240,113,39,83,13,42,22,27,10,33,43,27,11,8,18,22,-5
1163,ATL,265,124,46,92,7,25,25,32,11,39,50,23,5,5,15,20,2
1164,TOR,265,122,48,108,8,37,18,22,17,34,51,27,11,6,14,25,-2
1165,PHI,240,109,34,71,14,32,27,32,4,35,39,21,10,1,22,24,-3
1166,MIN,240,112,40,85,12,36,20,24,8,35,43,28,9,2,20,25,3
1167,UTA,240,118,42,91,14,39,20,23,11,31,42,23,6,4,13,20,5
1168,LAC,240,119,44,81,21,40,10,19,7,28,35,32,9,1,13,20,22
1169,SAS,240,97,36,87,7,26,18,21,15,28,43,22,4,2,15,13,-22
1170,ORL,240,113,39,91,16,42,19,26,11,30,41,16,8,6,11,17,-1
1171,IND,240,114,41,90,18,46,14,19,12,30,42,27,5,6,15,18,1
1172,UTA,240,134,51,91,16,31,16,24,11,25,36,32,6,3,17,28,1
1173,OKC,240,110,45,96,11,34,9,11,8,35,43,34,5,9,11,28,-11
1174,PHI,240,110,40,78,13,28,17,26,6,35,41,28,5,5,18,18,8
1175,MIL,240,102,41,90,12,36,8,21,8,34,42,22,8,7,13,18,-8
1176,PHX,240,133,49,94,9,30,26,28,12,30,42,29,7,6,14,25,-1
1177,MEM,240,121,39,93,14,39,29,40,17,40,57,26,4,7,11,13,11
1178,WAS,265,107,41,96,15,46,10,14,8,46,54,33,6,4,16,25,1
1179,DET,240,121,43,92,11,34,24,32,10,27,37,27,9,4,11,30,-7
1180,MIA,265,106,35,98,11,43,25,32,10,43,53,23,6,4,10,15,-1
1181,CHA,290,122,44,110,14,44,20,24,17,36,53,24,11,6,16,33,-10
1182,CLE,290,132,49,92,8,28,26,32,7,43,50,25,8,8,20,25,10
1183,IND,240,99,33,82,12,41,21,27,12,33,45,25,8,10,15,26,8
1184,LAL,240,128,43,78,7,20,35,40,7,37,44,29,2,7,16,24,7
1185,NYK,240,101,30,87,9,34,32,34,13,32,45,16,8,7,16,16,-10
1186,DEN,240,99,38,90,10,30,13,18,13,23,36,24,4,1,13,20,-28
1187,DAL,240,127,46,77,13,32,22,28,6,38,44,29,5,3,10,19,28
1188,ORL,240,108,38,77,12,28,20,22,6,35,41,25,4,7,16,25,1
1189,CHI,240,107,41,89,5,21,20,25,13,33,46,27,6,6,11,19,-1
1190,BOS,240,117,41,85,20,46,15,17,11,35,46,28,6,3,17,13,8
1191,GSW,240,111,41,91,18,50,11,20,12,39,51,32,8,3,18,26,10
1192,NOP,240,109,43,87,13,35,10,13,7,30,37,24,13,3,13,18,-8
1193,HOU,240,91,29,86,6,28,27,32,14,35,49,15,8,4,17,24,-8
1194,POR,240,107,36,93,13,36,22,27,8,31,39,22,9,5,10,22,-2
1195,BKN,240,109,40,79,11,29,18,23,5,42,47,32,4,5,17,24,2
1196,SAS,240,112,46,84,11,26,9,12,7,25,32,29,8,6,19,22,-18
1197,DET,240,91,33,88,6,31,19,24,10,33,43,15,9,7,13,26,-5
1198,LAC,240,96,33,81,11,30,19,24,10,41,51,17,1,1,18,21,5
1199,SAC,240,130,48,83,12,30,22,24,6,31,37,28,7,1,12,15,18
1200,WAS,240,120,44,86,17,34,15,17,11,30,41,32,8,5,19,20,-1
1201,CHA,240,113,43,94,12,33,15,18,14,30,44,29,8,4,18,23,-12
1202,IND,240,125,44,82,11,28,26,31,7,27,34,27,11,9,14,18,12
1203,BOS,240,126,48,88,21,46,9,10,6,43,49,29,4,8,15,20,25
1204,ATL,240,101,42,101,7,32,10,13,14,31,45,21,5,5,9,11,-25
1205,MIN,240,126,46,88,12,36,22,28,8,32,40,28,15,6,11,15,18
1206,TOR,240,112,44,86,7,26,17,22,16,26,42,23,5,3,14,23,8
1207,OKC,240,121,44,81,16,31,17,26,9,28,37,24,4,7,15,22,1
1208,MIL,240,113,41,86,16,39,15,27,13,39,52,26,5,6,14,16,15
1209,CLE,240,98,36,84,12,28,14,17,6,28,34,22,7,7,8,18,-15
1210,NOP,240,124,43,85,17,33,21,24,12,34,46,30,4,6,15,18,14
1211,CHI,240,110,44,89,11,32,11,17,7,30,37,25,2,1,12,18,-14
1212,HOU,240,101,35,75,10,22,21,24,9,47,56,21,1,19,23,19,9
1213,DAL,240,92,31,102,12,55,18,19,13,25,38,21,9,2,6,19,-9
1214,NYK,240,106,37,84,8,34,24,31,6,34,40,24,12,5,8,18,3
1215,DEN,240,103,36,82,14,38,17,20,8,34,42,18,3,5,15,25,-3
1216,GSW,240,119,42,92,18,42,17,17,6,34,40,30,5,3,17,23,-11
1217,PHX,240,130,44,86,21,40,21,25,8,39,47,33,5,8,16,22,11
1218,ORL,240,108,42,93,9,35,15,17,12,35,47,21,6,5,16,26,-18
1219,MIA,240,104,36,66,13,35,19,22,4,19,23,19,5,4,23,20,-8
1220,NOP,240,113,43,91,18,38,9,12,7,36,43,31,2,8,10,20,11
1221,MEM,240,102,38,92,9,35,17,25,14,37,51,16,6,8,11,17,-11
1222,SAC,240,153,56,94,20,41,21,25,9,34,43,39,9,4,17,24,32
1223,BKN,240,121,40,81,11,28,30,33,3,26,29,25,5,3,17,18,-32
1224,POR,240,117,41,79,15,32,20,26,9,30,39,22,6,3,17,17,7
1225,SAS,240,110,44,85,9,29,13,17,11,27,38,34,7,5,19,25,-7
1226,UTA,240,111,36,83,14,43,25,30,15,34,49,29,7,5,21,22,-7
1227,NYK,240,118,44,93,11,32,19,25,13,30,43,26,10,3,14,25,7
1228,DAL,240,103,35,80,17,43,16,24,8,26,34,20,12,1,12,20,2
1229,LAC,240,101,34,64,12,28,21,26,3,37,40,23,8,2,21,27,-2
1230,GSW,240,132,47,88,23,45,15,16,5,35,40,35,9,3,13,17,37
1231,MIL,240,106,34,82,6,29,32,41,11,35,46,21,4,3,17,26,-15
1232,ATL,240,121,44,92,7,20,26,30,13,32,45,23,4,4,9,23,15
1233,PHX,240,112,48,99,14,36,2,4,20,25,45,22,9,4,14,22,-1
1234,DET,240,111,35,77,10,31,31,43,11,28,39,23,8,2,19,23,-4
1235,OKC,240,122,47,98,11,30,17,21,10,41,51,21,4,6,20,21,-4
1236,BOS,240,126,46,96,10,37,24,29,10,36,46,25,15,7,14,20,4
1237,CHA,240,112,42,88,7,35,21,24,14,23,37,22,15,7,13,23,7
1238,LAC,240,122,41,81,14,38,26,33,9,35,44,25,6,4,17,23,16
1239,HOU,240,106,39,86,9,30,19,31,10,30,40,20,11,3,14,22,-16
1240,SAS,240,95,36,100,10,40,13,19,22,31,53,18,6,6,19,17,-37
1241,ORL,240,105,36,88,14,36,19,23,22,26,48,23,3,7,22,18,-7
1242,MIA,240,113,38,83,15,33,22,25,17,25,42,23,6,4,15,10,1
1243,TOR,240,115,40,82,8,27,27,28,12,30,42,27,7,8,17,27,4
1244,WAS,240,102,36,86,19,40,11,21,9,38,47,26,9,6,15,15,10
1245,MIN,240,129,46,82,12,24,25,34,11,36,47,30,5,4,13,30,5
1246,PHI,240,105,40,83,4,23,21,26,8,31,39,21,12,14,12,19,7
1247,BKN,240,103,36,80,7,27,24,31,8,33,41,22,5,5,13,17,-13
1248,SAC,240,122,47,91,16,37,12,19,9,36,45,31,8,2,16,17,7
1249,GSW,240,115,42,90,16,47,15,16,8,35,43,27,5,5,18,20,-7
1250,CHI,240,103,40,81,6,22,17,21,8,28,36,24,9,4,19,19,-23
1251,UTA,240,98,37,94,11,37,13,23,18,32,50,23,3,4,18,17,-7
1252,MEM,240,92,38,96,9,28,7,10,14,37,51,21,7,6,17,24,-10
1253,DEN,240,126,48,80,13,27,17,21,5,31,36,33,11,3,16,17,23
1254,NYK,240,135,48,97,10,31,29,33,13,22,35,25,13,2,13,18,-10
1255,LAL,240,116,44,91,11,27,17,20,12,33,45,25,3,2,9,22,13
1256,OKC,240,145,55,88,17,31,18,20,4,34,38,31,9,5,19,27,10
1257,CLE,240,124,40,89,17,34,27,39,16,24,40,22,6,1,10,22,-5
1258,PHI,240,121,44,80,8,24,25,31,2,29,31,24,10,5,12,26,12
1259,ATL,240,109,40,89,6,24,23,27,12,31,43,20,4,2,19,19,-12
1260,HOU,240,106,40,79,12,36,14,18,10,33,43,24,7,4,26,23,-13
1261,BOS,240,117,39,91,18,48,21,24,9,33,42,27,6,4,7,17,9
1262,POR,240,112,36,80,13,31,27,35,12,32,44,20,6,2,12,21,-5
1263,DAL,240,117,41,81,14,43,21,26,7,33,40,26,8,2,11,27,5
1264,UTA,240,112,44,94,14,40,10,11,7,35,42,33,4,3,12,17,-9
1265,MIA,240,132,49,93,16,41,18,21,9,37,46,32,7,5,12,19,17
1266,CHA,240,115,46,90,9,31,14,16,4,33,37,25,4,3,12,21,-17
1267,DET,240,108,37,89,16,38,18,21,11,39,50,23,4,3,14,23,-9
1268,IND,240,118,41,82,19,43,17,23,11,40,51,33,4,6,21,23,14
1269,TOR,240,104,37,94,7,35,23,29,16,27,43,14,12,8,12,18,-14
1270,NOP,240,119,42,86,8,29,27,31,12,24,36,28,13,1,12,23,13
1271,BKN,240,110,40,83,16,35,14,21,6,35,41,27,9,6,13,18,15
1272,WAS,240,121,44,88,16,36,17,20,6,40,46,27,6,8,9,14,9
1273,LAC,240,95,34,85,11,31,16,20,10,36,46,22,4,6,18,17,-15
1274,MIN,240,103,37,79,10,30,19,22,7,26,33,29,10,4,15,25,-11
1275,PHX,240,97,38,95,13,42,8,9,11,27,38,22,7,4,11,14,-17
1276,CLE,240,101,37,92,8,30,19,26,14,32,46,25,6,3,13,17,-5
1277,NYK,240,121,42,94,10,40,27,29,16,31,47,23,7,3,11,31,9
1278,ORL,240,114,43,82,15,33,13,15,9,41,50,23,2,4,15,11,17
1279,TOR,240,113,38,88,11,30,26,36,14,25,39,20,13,4,16,16,-19
1280,DEN,240,112,42,92,12,29,16,20,11,27,38,26,3,1,6,16,-19
1281,BOS,240,131,50,90,16,37,15,20,10,36,46,30,3,5,7,19,19
1282,OKC,240,132,52,93,15,36,13,17,15,29,44,31,10,6,19,27,19
1283,SAS,240,111,43,85,12,31,13,15,9,41,50,22,3,13,19,22,18
1284,MIL,240,93,32,98,12,43,17,23,21,27,48,22,7,5,17,14,-18
1285,MEM,240,114,44,88,7,33,19,27,15,31,46,25,8,3,14,19,11
1286,SAC,240,120,45,87,12,36,18,21,10,30,40,27,10,4,15,17,6
1287,LAL,240,114,42,88,10,25,20,26,14,27,41,22,11,5,14,22,-6
1288,DET,240,112,37,80,7,31,31,41,12,31,43,22,6,6,15,23,-9
1289,GSW,240,106,40,82,15,36,11,14,8,36,44,29,5,3,15,27,5
1290,CHA,265,112,43,88,14,39,12,20,8,42,50,23,4,2,21,30,-5
1291,ATL,240,104,39,88,6,26,20,23,11,43,54,19,8,2,18,22,9
1292,WAS,240,113,41,84,12,30,19,20,8,44,52,25,5,5,17,21,8
1293,DAL,240,105,37,86,18,47,13,21,7,34,41,19,9,1,13,13,-8
1294,NOP,240,95,33,79,10,28,19,24,9,36,45,19,3,5,17,21,-11
1295,MIA,265,117,39,90,10,36,29,36,8,30,38,21,9,1,11,25,5
1296,PHI,240,95,32,83,6,30,25,30,9,36,45,15,10,5,17,22,-9
1297,POR,240,106,37,85,12,34,20,26,11,35,46,25,8,2,9,14,11
1298,MEM,265,124,50,98,14,32,10,13,18,35,53,24,4,2,20,22,2
1299,DEN,240,122,43,88,12,28,24,26,11,36,47,27,10,7,22,15,3
1300,UTA,240,125,44,94,17,39,20,24,13,34,47,27,5,6,13,20,6
1301,ATL,240,119,51,109,8,28,9,11,17,37,54,24,5,5,11,16,-6
1302,NOP,240,115,42,84,3,19,28,36,13,37,50,20,8,5,16,18,4
1303,IND,240,119,45,96,14,42,15,19,11,33,44,28,9,5,18,23,-3
1304,DAL,240,87,32,85,11,42,12,19,4,25,29,17,14,4,6,19,-7
1305,LAC,240,114,41,81,12,33,20,26,6,35,41,24,10,7,15,24,13
1306,CLE,240,120,46,86,11,26,17,20,12,30,42,24,4,1,18,23,-7
1307,SAC,240,127,40,76,17,39,30,35,2,22,24,30,12,4,9,20,7
1308,ORL,240,94,36,73,8,21,14,21,4,45,49,20,1,6,19,20,7
1309,BKN,240,112,42,87,14,34,14,20,11,44,55,30,11,5,15,22,27
1310,NYK,240,85,28,87,12,43,17,26,11,35,46,21,5,4,15,18,-27
1311,HOU,240,109,37,84,9,35,26,31,16,33,49,29,9,7,16,18,-7
1312,TOR,240,116,42,102,15,44,17,20,22,28,50,19,12,9,13,26,7
1313,CHA,240,95,34,91,10,40,17,24,20,22,42,21,10,3,11,22,-10
1314,BOS,240,128,47,88,18,46,16,21,8,35,43,31,5,4,13,25,16
1315,POR,240,105,40,75,11,34,14,25,8,37,45,28,5,4,18,19,10
1316,DET,240,112,37,89,7,33,31,40,15,33,48,15,7,3,10,19,-16
1317,LAL,240,101,40,88,10,32,11,17,8,35,43,26,7,2,16,20,-13
1318,CHI,240,111,44,87,7,27,16,18,6,29,35,23,5,8,15,23,-4
1319,MIN,240,117,41,78,9,27,26,32,8,30,38,26,4,6,19,22,-12
1320,PHX,240,129,47,97,16,35,19,20,10,26,36,31,10,3,11,21,12
1321,SAS,265,122,47,98,12,37,16,23,13,26,39,30,8,2,12,17,-2
1322,OKC,290,132,50,111,18,45,14,19,16,39,55,24,9,9,13,26,-4
1323,MIL,290,136,50,106,17,36,19,22,11,44,55,27,8,7,17,23,4
1324,BOS,240,109,38,82,12,37,21,28,7,38,45,26,5,6,15,19,3
1325,CLE,240,117,43,83,16,33,15,21,10,38,48,29,6,2,17,21,-2
1326,DET,240,112,39,93,9,33,25,33,16,42,58,20,6,9,16,19,9
1327,OKC,240,103,41,102,10,33,11,17,16,30,46,23,9,11,10,26,-9
1328,MIL,240,98,36,87,13,40,13,16,6,35,41,21,5,9,19,18,-19
1329,DAL,240,96,32,72,12,28,20,24,12,29,41,18,7,3,22,20,2
1330,BKN,240,94,35,80,10,29,14,19,14,20,34,22,13,5,14,26,-2
1331,SAS,240,109,43,82,12,33,11,18,10,28,38,31,14,5,24,17,-6
1332,SAC,240,113,37,91,14,40,25,29,9,34,43,24,9,0,11,20,-3
1333,MEM,240,106,41,91,15,44,9,14,8,37,45,27,4,4,11,23,-3
1334,NYK,240,120,39,89,19,48,23,25,9,34,43,26,13,2,19,23,13
1335,TOR,240,97,36,85,9,28,16,22,5,26,31,24,10,7,15,20,-14
1336,CHI,240,111,42,80,9,28,18,22,9,40,49,30,7,7,22,21,14
1337,ATL,240,117,46,99,11,29,14,17,12,36,48,23,11,3,12,18,19
1338,LAL,240,116,40,82,9,24,27,30,7,26,33,15,7,5,16,21,-23
1339,ORL,240,127,45,82,12,25,25,31,11,26,37,27,7,4,20,25,-7
1340,HOU,240,134,46,87,24,48,18,25,14,26,40,31,9,6,22,23,7
1341,LAC,240,119,40,79,17,38,22,28,4,27,31,19,8,2,9,19,2
1342,UTA,240,139,53,95,16,38,17,22,10,31,41,30,10,7,15,23,23
1343,IND,240,129,43,86,22,48,21,23,10,35,45,33,6,8,17,19,7
1344,NOP,240,122,48,97,14,34,12,17,13,30,43,32,7,4,10,20,-7
1345,CHA,240,100,42,101,5,32,11,16,17,28,45,27,8,7,11,23,-8
1346,WAS,240,108,42,80,5,19,19,30,10,37,47,21,2,6,15,18,8
1347,MIA,240,107,40,84,14,39,13,15,5,27,32,28,11,2,12,18,-3
1348,POR,240,110,38,72,16,37,18,21,4,33,37,27,7,2,19,16,3
1349,PHX,240,88,32,73,6,19,18,22,6,31,37,19,8,5,15,24,-12
1350,MIN,240,107,38,81,11,41,20,24,4,35,39,28,7,8,18,18,-13
1351,PHI,240,100,31,80,12,32,26,31,15,33,48,22,5,6,16,17,12
1352,GSW,240,116,44,88,14,38,14,21,8,40,48,28,5,4,15,21,3
1353,DEN,240,115,47,88,8,24,13,20,8,32,40,33,14,7,22,14,6
1354,MEM,240,103,39,91,9,29,16,20,12,38,50,20,8,2,11,17,6
1355,TOR,240,113,44,103,10,37,15,20,23,29,52,28,11,10,9,16,9
1356,LAC,240,102,43,87,8,33,8,13,4,28,32,22,11,2,14,26,-8
1357,UTA,240,110,35,75,15,40,25,26,7,35,42,18,5,4,21,15,8
1358,CHI,240,104,40,88,13,36,11,13,15,31,46,27,5,10,17,20,-9
1359,LAL,240,100,40,87,8,27,12,21,10,33,43,24,4,4,17,26,-14
1360,WAS,240,97,41,96,8,41,7,10,15,34,49,25,5,5,10,21,-6
1361,CLE,240,114,37,84,8,32,32,36,9,39,48,19,7,6,14,20,14
1362,PHX,240,102,35,82,11,30,21,28,11,33,44,22,7,14,14,22,20
1363,POR,240,82,30,79,7,15,15,24,8,32,40,22,5,7,18,26,-20
1364,SAS,240,101,39,80,12,30,11,19,6,22,28,28,8,3,15,13,-25
1365,BOS,240,133,47,88,27,51,12,12,8,26,34,30,5,2,13,17,15
1366,NYK,240,118,46,90,11,27,15,16,12,32,44,22,6,4,14,14,-15
1367,NOP,265,121,47,108,7,23,20,28,19,40,59,23,8,6,16,24,-3
1368,ORL,265,123,50,92,4,23,19,20,7,41,48,27,8,4,18,26,-3
1369,OKC,240,94,36,84,12,35,10,16,9,29,38,22,6,3,16,18,-14
1370,HOU,240,117,40,84,16,38,21,31,12,21,33,27,10,0,23,18,-12
1371,MIN,240,129,49,80,15,33,16,20,9,27,36,38,11,5,24,27,12
1372,MIL,240,108,38,90,17,47,15,17,18,37,55,23,7,6,19,16,14
1373,DEN,240,126,53,87,15,29,5,10,10,37,47,37,10,0,18,15,25
1374,ATL,265,124,47,103,9,36,21,25,12,38,50,28,12,8,13,23,3
1375,CHA,240,94,32,86,14,42,16,23,13,37,50,22,3,6,15,21,-4
1376,BKN,240,98,33,84,12,36,20,22,9,32,41,23,8,10,11,21,4
1377,SAC,265,126,47,93,15,40,17,26,6,30,36,24,5,4,14,20,3
1378,SAS,240,106,42,88,12,31,10,18,6,29,35,23,7,2,13,17,-7
1379,WAS,240,86,30,83,8,34,18,22,7,32,39,18,4,3,13,15,-42
1380,CLE,240,112,44,81,11,26,13,16,10,37,47,30,5,13,19,15,24
1381,DET,240,88,31,83,13,37,13,15,9,25,34,16,10,6,19,22,-24
1382,TOR,240,110,39,88,11,34,21,25,18,26,44,20,10,4,19,22,-1
1383,PHI,240,104,37,98,13,47,17,21,13,31,44,27,12,8,15,25,-2
1384,IND,240,101,37,80,12,39,15,23,5,37,42,28,7,5,19,19,2
1385,NYK,240,106,37,80,9,33,23,27,10,40,50,24,5,8,22,21,2
1386,MIA,240,99,31,81,11,39,26,26,8,34,42,17,10,2,19,22,-2
1387,DAL,240,111,39,77,12,34,21,25,6,25,31,23,12,3,19,21,1
1388,NOP,240,114,41,81,12,29,20,29,9,28,37,24,10,2,16,21,9
1389,GSW,240,105,35,71,12,32,23,25,3,26,29,23,7,1,23,25,-9
1390,POR,240,108,43,85,10,23,12,15,11,31,42,30,6,3,18,24,2
1391,PHX,240,106,36,83,14,34,20,21,13,26,39,26,8,4,17,22,-2
1392,BKN,240,128,50,90,14,28,14,14,7,41,48,32,8,7,9,19,42
1393,CHI,240,119,43,83,11,28,22,25,4,33,37,21,8,5,17,28,-4
1394,MEM,240,130,50,98,16,36,14,18,18,42,60,34,6,10,19,20,31
1395,CHA,240,99,33,86,8,27,25,31,12,29,41,22,11,7,18,17,-31
1396,MIN,240,102,39,92,11,41,13,17,10,37,47,22,2,4,16,25,-13
1397,MIL,240,115,41,85,17,38,16,28,7,44,51,29,7,2,13,22,13
1398,UTA,240,130,52,103,17,40,9,10,15,33,48,31,8,3,8,22,14
1399,BOS,240,123,41,83,9,31,32,39,7,32,39,24,5,7,14,23,4
1400,LAL,240,116,40,83,11,26,25,28,9,31,40,22,6,6,11,17,-14
1401,LAC,240,113,42,80,15,33,14,19,3,41,44,26,6,5,16,25,7
1402,ORL,240,130,42,78,13,30,33,46,11,35,46,20,9,6,19,22,1
1403,GSW,240,129,50,97,19,43,10,15,9,26,35,31,5,3,14,32,-1
1404,OKC,240,110,45,93,6,29,14,19,10,30,40,19,9,5,10,19,-12
1405,DEN,240,122,45,84,18,31,14,16,8,39,47,32,5,2,20,15,12
1406,TOR,240,143,57,106,14,33,15,16,9,41,50,31,16,6,11,17,43
1407,SAS,240,100,37,94,14,43,12,14,13,33,46,29,3,6,23,20,-43
1408,WAS,240,121,45,78,5,21,26,32,7,36,43,27,4,9,8,18,10
1409,SAC,240,107,41,86,13,36,12,14,4,35,39,29,4,3,12,18,-3
1410,MIA,240,110,44,89,11,34,11,13,9,37,46,27,5,5,11,20,3
1411,MIL,240,116,43,92,10,38,20,24,15,37,52,24,17,5,16,16,25
1412,DET,240,91,33,79,11,31,14,15,2,33,35,18,7,3,21,22,-25
1413,CLE,265,114,42,100,11,39,19,24,9,42,51,24,6,4,11,23,1
1414,BOS,265,113,38,93,11,41,26,27,8,44,52,26,5,9,14,24,-1
1415,CHI,240,106,38,88,14,31,16,18,11,40,51,28,6,9,20,18,18
1416,CHA,240,88,36,92,7,32,9,16,13,34,47,22,12,12,17,14,-18
1417,LAC,240,109,41,84,12,33,15,19,9,34,43,20,10,6,15,20,8
1418,NOP,265,117,47,102,8,25,15,21,11,40,51,35,10,5,14,20,-3
1419,PHI,240,111,39,84,19,36,14,20,6,26,32,25,3,1,8,25,-10
1420,LAL,265,120,45,98,10,36,20,23,11,45,56,30,6,8,18,17,3
1421,HOU,240,101,37,88,11,38,16,21,16,34,50,17,9,5,19,22,-8
1422,MEM,240,111,38,83,13,28,22,27,10,36,46,28,7,5,15,19,5
1423,POR,240,106,36,89,13,33,21,26,16,30,46,27,5,3,20,17,-5
1424,ATL,240,112,44,107,12,34,12,16,17,34,51,28,11,4,9,18,13
1425,NYK,240,99,37,90,10,36,15,20,12,40,52,23,3,9,17,19,-13
1426,UTA,240,100,39,84,10,30,12,14,12,28,40,28,6,1,17,17,-3
1427,DAL,240,103,42,84,11,38,8,15,7,30,37,20,9,4,12,14,3
1428,BKN,240,99,36,74,12,32,15,19,4,34,38,27,4,7,18,20,-9
1429,MIA,240,116,40,88,16,42,20,20,9,30,39,32,7,3,15,16,7
1430,GSW,240,109,39,84,18,49,13,17,10,31,41,31,8,5,20,22,-7
1431,CHI,240,108,39,89,12,30,18,21,11,33,44,20,8,4,10,13,9
1432,ORL,240,108,39,87,10,29,20,20,12,37,49,20,7,10,25,14,-8
1433,OKC,240,116,45,95,10,34,16,20,8,28,36,28,13,9,17,17,8
1434,MIN,240,107,37,87,13,34,20,24,10,32,42,24,5,4,18,24,-9
1435,PHX,240,116,41,89,17,43,17,22,7,27,34,31,9,8,11,20,9
1436,MIL,240,110,38,87,11,40,23,29,14,36,50,20,5,5,16,21,2
1437,PHI,240,118,46,83,12,30,14,20,4,33,37,26,14,3,14,20,7
1438,SAC,240,115,37,85,17,44,24,28,10,32,42,26,8,4,19,19,7
1439,ATL,240,109,39,84,11,29,20,25,7,30,37,28,1,4,18,27,-30
1440,LAC,240,95,37,87,9,36,12,17,8,38,46,23,7,10,14,18,2
1441,TOR,240,139,46,92,14,34,33,40,12,32,44,25,13,9,7,22,30
1442,IND,240,109,41,87,11,39,16,23,10,28,38,23,11,5,24,24,-7
1443,WAS,240,111,38,81,10,25,25,26,9,32,41,22,8,4,16,18,-7
1444,MEM,240,105,38,92,6,26,23,42,18,34,52,14,8,4,16,17,-16
1445,DET,240,108,41,92,8,29,18,21,13,30,43,19,9,3,12,24,-2
1446,UTA,240,121,42,89,19,47,18,22,11,37,48,26,10,6,16,30,16
1447,BKN,240,116,43,80,11,30,19,20,6,33,39,26,11,9,20,18,7
1448,HOU,240,93,34,88,8,28,17,23,7,37,44,17,9,8,15,16,-2
